78039 silly lifecycle ansi-styles@1.0.0~preinstall: no script for preinstall, continuing
78404 silly lifecycle engine.io-parser@1.2.4~preinstall: no script for preinstall, continuing
78405 silly lifecycle util@0.10.3~preinstall: no script for preinstall, continuing
78406 silly lifecycle sinon@1.17.5~preinstall: no script for preinstall, continuing
78407 silly lifecycle util-deprecate@1.0.2~preinstall: no script for preinstall, continuing
78408 silly lifecycle readable-stream@2.0.6~preinstall: no script for preinstall, continuing
78409 silly lifecycle readdirp@2.1.0~preinstall: no script for preinstall, continuing
78410 silly lifecycle chokidar@1.6.0~preinstall: no script for preinstall, continuing
78411 silly lifecycle read-all-stream@3.1.0~preinstall: no script for preinstall, continuing
78412 silly lifecycle bl@1.0.3~preinstall: no script for preinstall, continuing
78413 silly lifecycle bl@1.1.2~preinstall: no script for preinstall, continuing
78414 silly lifecycle utils-merge@1.0.0~preinstall: no script for preinstall, continuing
78415 silly lifecycle connect@3.4.1~preinstall: no script for preinstall, continuing
78416 silly lifecycle uuid@2.0.2~preinstall: no script for preinstall, continuing
78417 silly lifecycle njwt@0.3.1~preinstall: no script for preinstall, continuing
78418 silly lifecycle vary@1.1.0~preinstall: no script for preinstall, continuing
78419 silly lifecycle express@4.14.0~preinstall: no script for preinstall, continuing
78420 silly lifecycle verror@1.3.6~preinstall: no script for preinstall, continuing
78421 silly lifecycle jsprim@1.3.0~preinstall: no script for preinstall, continuing
78422 silly lifecycle http-signature@1.1.1~preinstall: no script for preinstall, continuing
78423 silly lifecycle void-elements@2.0.1~preinstall: no script for preinstall, continuing
78424 silly lifecycle dom-serialize@2.2.1~preinstall: no script for preinstall, continuing
78425 silly lifecycle which@1.0.9~preinstall: no script for preinstall, continuing
78426 silly lifecycle grunt-legacy-util@0.2.0~preinstall: no script for preinstall, continuing
78427 silly lifecycle grunt@0.4.5~preinstall: no script for preinstall, continuing
78428 silly lifecycle window-size@0.1.0~preinstall: no script for preinstall, continuing
78429 silly lifecycle async@1.0.0~preinstall: no script for preinstall, continuing
78430 silly lifecycle winston@2.2.0~preinstall: no script for preinstall, continuing
78431 silly lifecycle acorn@1.2.2~preinstall: no script for preinstall, continuing
78432 silly lifecycle with@4.0.3~preinstall: no script for preinstall, continuing
78433 silly lifecycle wordwrap@0.0.3~preinstall: no script for preinstall, continuing
78434 silly lifecycle optimist@0.3.7~preinstall: no script for preinstall, continuing
78435 silly lifecycle uglify-js@2.2.5~preinstall: no script for preinstall, continuing
78436 silly lifecycle transformers@2.1.0~preinstall: no script for preinstall, continuing
78437 silly lifecycle optimist@0.6.1~preinstall: no script for preinstall, continuing
78438 silly lifecycle wrappy@1.0.2~preinstall: no script for preinstall, continuing
78439 silly lifecycle once@1.3.3~preinstall: no script for preinstall, continuing
78440 silly lifecycle end-of-stream@1.0.0~preinstall: no script for preinstall, continuing
78441 silly lifecycle duplexify@3.4.5~preinstall: no script for preinstall, continuing
78442 silly lifecycle got@3.3.1~preinstall: no script for preinstall, continuing
78443 silly lifecycle package-json@1.2.0~preinstall: no script for preinstall, continuing
78444 silly lifecycle latest-version@1.0.1~preinstall: no script for preinstall, continuing
78445 silly lifecycle inflight@1.0.5~preinstall: no script for preinstall, continuing
78446 silly lifecycle glob@7.0.5~preinstall: no script for preinstall, continuing
78447 silly lifecycle rimraf@2.5.4~preinstall: no script for preinstall, continuing
78448 silly lifecycle glob@7.0.5~preinstall: no script for preinstall, continuing
78449 silly lifecycle rimraf@2.5.4~preinstall: no script for preinstall, continuing
78450 silly lifecycle grunt-lib-phantomjs@1.1.0~preinstall: no script for preinstall, continuing
78451 silly lifecycle glob@7.0.5~preinstall: no script for preinstall, continuing
78452 silly lifecycle rimraf@2.5.4~preinstall: no script for preinstall, continuing
78453 silly lifecycle graceful-fs@4.1.5~preinstall: no script for preinstall, continuing
78454 silly lifecycle write-file-atomic@1.1.4~preinstall: no script for preinstall, continuing
78455 silly lifecycle ws@1.0.1~preinstall: no script for preinstall, continuing
78456 silly lifecycle engine.io@1.6.10~preinstall: no script for preinstall, continuing
78457 silly lifecycle xdg-basedir@2.0.0~preinstall: no script for preinstall, continuing
78458 silly lifecycle configstore@1.4.0~preinstall: no script for preinstall, continuing
78459 silly lifecycle update-notifier@0.5.0~preinstall: no script for preinstall, continuing
78460 silly lifecycle nodemon@1.10.0~preinstall: no script for preinstall, continuing
78461 silly lifecycle xmlhttprequest-ssl@1.5.1~preinstall: no script for preinstall, continuing
78462 silly lifecycle xtend@4.0.1~preinstall: no script for preinstall, continuing
78463 silly lifecycle is-my-json-valid@2.13.1~preinstall: no script for preinstall, continuing
78464 silly lifecycle har-validator@2.0.6~preinstall: no script for preinstall, continuing
78465 silly lifecycle request@2.73.0~preinstall: no script for preinstall, continuing
78466 silly lifecycle stormpath@0.18.4~preinstall: no script for preinstall, continuing
78467 silly lifecycle request@2.74.0~preinstall: no script for preinstall, continuing
78468 silly lifecycle gtoken@1.2.1~preinstall: no script for preinstall, continuing
78469 silly lifecycle gapitoken@0.1.5~preinstall: no script for preinstall, continuing
78470 silly lifecycle request@2.72.0~preinstall: no script for preinstall, continuing
78471 silly lifecycle har-validator@1.8.0~preinstall: no script for preinstall, continuing
78472 silly lifecycle request@2.60.0~preinstall: no script for preinstall, continuing
78473 silly lifecycle google-auth-library@0.9.8~preinstall: no script for preinstall, continuing
78474 silly lifecycle error@7.0.2~preinstall: no script for preinstall, continuing
78475 silly lifecycle body@5.1.0~preinstall: no script for preinstall, continuing
78476 silly lifecycle yargs@3.10.0~preinstall: no script for preinstall, continuing
78477 silly lifecycle uglify-js@2.7.0~preinstall: no script for preinstall, continuing
78478 silly lifecycle jade@1.11.0~preinstall: no script for preinstall, continuing
78479 silly lifecycle yeast@0.1.2~preinstall: no script for preinstall, continuing
78480 silly lifecycle engine.io-client@1.6.9~preinstall: no script for preinstall, continuing
78481 silly lifecycle socket.io-client@1.4.6~preinstall: no script for preinstall, continuing
78482 silly lifecycle socket.io@1.4.7~preinstall: no script for preinstall, continuing
78483 silly lifecycle karma@1.1.2~preinstall: no script for preinstall, continuing
78484 silly lifecycle zlib-browserify@0.0.3~preinstall: no script for preinstall, continuing
78485 silly lifecycle gzip-size@0.1.1~preinstall: no script for preinstall, continuing
78486 silly lifecycle maxmin@0.1.0~preinstall: no script for preinstall, continuing
78487 silly lifecycle bower@1.7.9~preinstall: no script for preinstall, continuing
78488 silly lifecycle express-stormpath@3.1.3~preinstall: no script for preinstall, continuing
78489 silly lifecycle googleapis@11.0.0~preinstall: no script for preinstall, continuing
78490 silly lifecycle grunt-contrib-clean@1.0.0~preinstall: no script for preinstall, continuing
78491 silly lifecycle grunt-casperjs@2.2.1~preinstall: no script for preinstall, continuing
78492 silly lifecycle grunt-contrib-concat@0.3.0~preinstall: no script for preinstall, continuing
78493 silly lifecycle grunt-contrib-cssmin@0.9.0~preinstall: no script for preinstall, continuing
78494 silly lifecycle grunt-contrib-jshint@0.9.2~preinstall: no script for preinstall, continuing
78495 silly lifecycle grunt-contrib-uglify@0.4.1~preinstall: no script for preinstall, continuing
78496 silly lifecycle grunt-contrib-watch@0.6.1~preinstall: no script for preinstall, continuing
78497 silly lifecycle grunt-express-server@0.5.3~preinstall: no script for preinstall, continuing
78498 silly lifecycle grunt-init@0.3.2~preinstall: no script for preinstall, continuing
78499 silly lifecycle grunt-karma@2.0.0~preinstall: no script for preinstall, continuing
78500 silly lifecycle grunt-mocha@1.0.2~preinstall: no script for preinstall, continuing
78501 silly lifecycle grunt-nodemon@0.2.1~preinstall: no script for preinstall, continuing
78502 silly lifecycle grunt-shell@0.6.4~preinstall: no script for preinstall, continuing
78503 silly lifecycle mongoose@4.5.7~preinstall: no script for preinstall, continuing
78504 silly lifecycle node-uber@0.9.7~preinstall: no script for preinstall, continuing
78505 silly lifecycle nonce@1.0.4~preinstall: no script for preinstall, continuing
78506 silly lifecycle oauth-signature@1.3.1~preinstall: no script for preinstall, continuing
78507 silly doReverseSerial remove 0
78508 silly doSerial move 0
78509 silly doSerial finalize 781
78510 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\abbrev
78511 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\acorn
78512 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\acorn-globals
78513 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\after
78514 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\amdefine
78515 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\ansi-regex
78516 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\ansi-styles
78517 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\arr-flatten
78518 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\arr-diff
78519 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\array-flatten
78520 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\array-slice
78521 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\array-unique
78522 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\arraybuffer.slice
78523 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\arrify
78524 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\asap
78525 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\asn1
78526 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\assert-plus
78527 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\assertion-error
78528 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\async
78529 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\async-each
78530 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\aws-sign2
78531 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\aws4
78532 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\backo2
78533 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\balanced-match
78534 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\base64-arraybuffer
78535 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\base64-url
78536 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\base64id
78537 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\benchmark
78538 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\binary-extensions
78539 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\blob
78540 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\bluebird
78541 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\body\node_modules\bytes
78542 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\bson
78543 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\buffer-equal-constant-time
78544 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\bytes
78545 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\callsite
78546 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\better-assert
78547 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\camelcase
78548 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\caseless
78549 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\casperjs
78550 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\character-parser
78551 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\cliui\node_modules\wordwrap
78552 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\cloneextend
78553 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\coffee-script
78554 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\colors
78555 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\commander
78556 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\component-bind
78557 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\component-emitter
78558 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\component-inherit
78559 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\concat-map
78560 silly finalize C:\Users\Ron\desktop\swiftsrv\node_modules\brace-expansion
